유형,한글명칭,설명,내용
인물,충목왕,고려의 29대 왕이다. 1337년 충혜왕과 덕녕공주의 장자로 태어났다. 1344년 8살의 나이로 즉위해 1348년 사망했다. 정치도감을 설치해 충혜왕대의 폐정을 개혁하고자 했다.,"충목왕의 고려식 이름은 왕흔이며, 몽고식 이름은 바스마도르지이다. 충숙왕 복위 6년인 1337년에 충혜왕의 장남으로 태어났다. 그의 어머니 덕녕공주는 원 진서무정왕 초팔의 딸이자 세조 쿠빌라이의 고손녀로서 충혜왕과 정략결혼을 하여 그와 장녕공주를 낳았다. 원 황실 출신의 공주를 어머니로 둔 그가 차후 왕위를 계승하게 될 것임은 비교적 자명하였다. 정상적인 상황이라면, 그는 세자로 책봉되어 충분한 제왕 교육을 받은 뒤 충혜왕의 뒤를 이어 왕위에 올랐을 것이다. 그리고 전례대로 원 황실의 공주를 아내로 맞이하여 부마의 자격도 획득하였을 것이다. 하지만 그가 즉위하는 과정에서는 전술한 단계 가운데 어떠한 것도 지켜지지 않았다. 그의 즉위는 고려의 입장에서 볼 때 너무나 갑작스러운 사건이었다. 충목왕의 아버지 충혜왕은 방탕한 행위로 인해 한 차례 폐위된 바 있음에도 복위 후 음란한 행동을 지속하고 사리사욕을 채우는 데에만 힘쓰다 또다시 원의 신임을 잃었다. 충혜왕은 충숙왕의 유명으로 고려 국왕의 자리는 이어받았지만 아직 원의 인정을 받지 못한 상태에서 의붓어머니 경화공주를 강간하는 등 각종 악행을 저질러 심왕 일당에게 심왕을 추대할 수 있는 좋은 핑계거리를 제공하였다. 경화공주는 충혜왕에게 강간당한 뒤 수치심을 느껴 몽고로 돌아가려 하였다. 이에 충혜왕이 말의 거래를 막아 경화공주를 국내에 붙잡아두었는데, 결국 몇 달 뒤 원에서 온 사신이 경화공주를 방문하였다가 사실을 알고는 충혜왕을 원으로 붙잡아갔다. 충혜왕에게 강간당한 뒤 원으로 돌아갈 방법을 찾지 못한 경화공주는 심왕을 지지하던 조적을 불러 자신의 상황을 전하였다. 이에 충혜왕을 폐위시키기 위한 조적의 난이 일어났고, 충혜왕이 선봉에 써서 싸울 정도로 급박한 상황이 전개되었다. 또한 원 순제의 제2황후였던 기황후의 일족을 강간하였을 뿐만 아니라 후궁 은천옹주의 아버지 임신이 기황후의 오빠 기륜을 구타하였을 때 임신을 두둔하는 등 노골적으로 기씨 일족과 적대적인 관계를 형성하였다. 나아가 궁궐에 맷돌과 디딜방아를 다수 배치하고 수공업을 주관함으로써 상업·무역을 통한 식리 추구에 적극 앞장섰다. 이러한 충혜왕의 악행은 기씨 일족에 의해 원 황실에 알려져 원 내부에서 그의 입지를 약화시켰다. 결국 1343년(충혜왕 후4) 11월, 사신 고용보에 의하여 충혜왕이 원으로 압송됨에 따라 고려는 무주공산의 상태로 접어든다. 원은 타적·별실가 등을 사신을 파견하여 충혜왕을 원으로 압송하였다. 당시 충혜왕은 고용보의 말을 듣고 사신을 마중하러 나갔다가 갑자기 사신들에게 구타당한 뒤 압송되었는데, 고용보는 타적·별실가의 편에서 충혜왕을 꾸짖었으며 고려에 남아 어지러운 상황을 수습하였다. 이듬해 정월에 충혜왕은 황제의 명을 받아 중국 게양현으로 귀양을 가던 도중 사망하였다. 자연히 원 황실에서는 차기 고려 국왕으로 누구를 추대할 것인가가 초미의 관심사로 떠올랐다. 충혜왕의 아들이자 원 황실의 자손으로 충목왕이 있었지만, 그는 나이가 적다는 결정적 단점을 갖고 있었다. 또한 원 황실의 공주를 아내로 맞이하지 못하였으므로 일찍이 원 황실의 부마가 된 심왕 왕고보다도 불리한 위치에 있었다. 이러한 악조건 속에서 고용보의 품에 안겨 황제를 알현한 충목왕은 아버지와 어머니 중 누구를 배우겠느냐는 황제의 질문에 어머니를 배우겠다는 대답을 하여 왕위 계승을 허락받았다. 비록 8살의 어린아이에 불과하였지만, 아버지의 비극이 어디에서 연유하였는지를 명확히 인지하고 자구책을 강구하였을 만큼 그는 총명하였다."
인물,윤증,,"윤증은 어렸을 때 할아버지 윤황과 아버지 윤선거에게서 가학을 전수받았으며, 이는 그의 일생을 통해 학문적 기초가 되었다. 이후 1642년 14세 때 부친 윤선거의 학문적 동지였던 유계가 3년간의 유배 생활을 끝내고 금산에 자리 잡게 되자, 부친을 따라 이웃에 같이 살면서 그의 문하에서 공부하였다. 이 시기 그는 주로 시경, 서경, 주역 등의 경전을 유계로부터 배운 것으로 보이는데, 상당한 학문적 성취를 얻는 것으로 보인다. 그야말로 폭발적으로 성장하여 동년배 중에서 두드러지게 앞서나가기 시작한 것으로 보인다. 1647년 19세 때에는 권시의 딸과 결혼하고 그의 문하에서 수업하기도 했다. 그러면서 권시를 통해 이황의 심학적 연원을 만나게 된 것으로 보인다. 그가 권시의 사위가 된 다음 해 지은 「경차퇴도선생고경운」을 보면 그의 이황의 심학에 대한 경모를 볼 수 있다 이기호발설에 관한 이이의 비판 이후 기호학파와 이황 사이에는 분명 일정한 선이 존재했지만, 이황의 경건한 학문적 자세는 학파를 초월한 호소력이 있었다. 그러나 이러한 이황에 대한 깊은 매료에도 불구하고, 이기론의 측면에서 윤증은 이황의 계승자는 아니었다. 그의 아버지 윤선거는 이이의 견해에 깊이 경도되어 있었고 아들 윤증 역시 어렸을 때부터 이러한 가풍의 영향을 받게 되었다. 그는 어렸을 때부터 본인이 이이와 성혼의 학문을 따랐음을 분명히 하고 있다. 또한 율곡의 기발이승론은 뒤엎을 수 없는 논리로서 이이의 학설을 정론으로 삼고 있음을 분명하게 밝히고 있다 결과적으로 윤증은 이이의 이통기국론과 기발이승일도설을 보편 기반으로 삼는 기호학파의 길을 따르게 된다. 그럼에도 한편으로 그는 도심의 순수함을 이의 작용으로 긍정하여 나름대로 이황과 성혼의 흐름을 함께 계승하고 있었다. 그의 이러한 이해방식 때문에 그는 이황과 이이를 함께 우리 동방 학문의 정맥으로 인정하였다 1651년 23세 때에는 김집을 찾아 그의 문하에 출입하였다. 이러한 경로로 예학 측면에서 그는 김장생과 송준길을 찾아갔고 1654년에는 구포의 조익을 배알하였다. 1657년 29세 때에는 회천의 송시열에게서 주자서를 받고 그의 문하에 들어가 성리학을 독실하게 공부하였다. 윤증은 회니시비 이전 한때 송시열의 적전이 될 수 있었던 학자로 평가받기도 했으나 그의 학문적 경향은 ‘무실’에 집중했다는 점에서 송시열과 구분된다. 얼핏 보아도 알 수 있듯이 그의 사승관계는 참으로 복잡다단하다. 윤선거는 송시열과 김장생, 김집의 문인이었기에 기본적으로 이이의 학맥을 계승했다고 할 수 있지만, 어렸을 때 그의 학문의 기초를 형성한 윤황은 성혼의 문인이었기 때문에 우계 학파의 영향도 존재하고 있었다. 물론 이이와 성혼이 이황의 영남 성리학과 대비되는 기호성리학의 일원들이기 때문에 넓은 의미에서는 같은 학맥의 스승들로부터 배운 것이다. 그렇기 때문에 송시열과 그는 정치적 입장 차이에도 불구하고 근본적으로는 이기심성에 관한 이이의 입장에서 이탈하지 않았으며, 이 점에서는 송시열과 동일하다고 할 수 있다. 그러나 송시열이 방대한 저작을 남기고 있는 반면, 윤증은 이기심성 등 성리학의 형이상학적 논의에 대해 남긴 체계적이고 전문적인 글이 많지 않다. 그 때문에 그가 남긴 단편적인 편린들을 통해 그의 사상을 재구성해야 하는데, 송시열과 대비하여 가장 두드러진 그의 특징은 ‘실천’에 집중했다는 점이다. 윤증은 자신이 가학의 영향을 가장 많이 받았다고 밝힌 바 있으며, 그는 자신의 부친 윤선거와 우암 송시열의 학문을 비교하여 부친의 학문이 내와 실을 중시했다면 송시열의 학문은 외적인 것과 명을 중시했다고 보았다 박세채는 윤증과 송시열의 학문을 비교하여 윤증은 덕행이 깊었지만 언론이 부족했고 송시열은 언론에 준엄함이 있었지만 덕행이 부족하다고 평가하기도 했다 전반적으로 윤증의 학문적 지향은 이론적인 측면에 대해서는 이미 선학들이 어느 정도 밝혀놓았다는 전제 하에 이를 실천하는데 집중하는 ‘실천학’에 보다 집중했다고 볼 수 있다. 그는 성리학의 탐구는 공리공담에 그치지 말아야 할 것이며 일상생활의 실천 속에서 이루어져야 한다고 본 것이다. 그는 실심의 확립을 강조했고 이 실심이 있어야 비로소 실질적인 성취와 덕이 따른다고 보았다. 그리고 구체적인 실천의 방법으로 지경과 궁리, 주충신을 강조했다. 그는 예학과 이학의 과도한 이론적 구분에 대해 거부감을 드러내기도 하고, 학업이란 반드시 독서에만 있는 것이 아니라 일상의 생활을 충실하게 해나가는 것에서도 배움이 있다고 보았다 즉 그는 전체적으로 형이상학적 논변에 치중하기보다는 실천지향에 보다 초점을 맞춘 학문을 했다고 할 수 있다."
인물,윤증,,"그의 이러한 실천지향적 학풍은 당대에 인정받아 효종 말년에는 학업과 행실이 뛰어난 것으로 조정에 천거되었고, 1663년 현종 4년에도 천거를 받아 이듬해 내시교관에 제수되고 이어서 공조랑·사헌부 지평 등에 계속 제수되었으나 모두 사양하고 부임하지 않았다. 1682년 숙종 8년에는 호조참의에, 1684년에는 대사헌에 제수되었고 급기야 1709년에는 우의정, 1711년에는 판돈녕부사에 제수되었다. 조정에 한 번도 나가지 않고 벼슬이 우의정에 이르렀다는 점에서 그의 학문적 명망의 크기를 짐작할 수 있다. 그렇기 때문에 그의 정견은 정치적 중요 문제가 생길 때마다 상소와 또는 정치당국자와 학인과의 왕복서를 통하여 피력되었다. 특히 그는 소위 ‘회니시비’로 인하여 송시열과 결정적으로 갈라서게 되었고 송시열이 노론의 영수로 부각이 되면서 자연스럽게 소론의 학문적 리더로 떠오르게 되었다. 이 회니시비는 윤선거가 죽은 1673년 현종 14년에 그가 아버지의 연보와 박세채가 쓴 행장을 가지고 송시열을 찾아가 묘지명을 부탁한 것에서 비롯되었다. 송시열은 이 때 윤선거가 처자를 데리고 강화도에 피난간 뒤 처자와 친구는 죽고 윤선거만 진원군의 종자가 되어 성을 탈출했다는 점을 들어 묘지명을 짓지 않고 박세채의 행장에 의거해 말할 뿐이라고 냉랭하게 대했다. 이에 윤증은 송시열에 몹시 실망하게 되었고 수정을 요구했지만 송시열은 글의 내용을 고쳐주지 않아 사제지간의 의리가 끊어지게 되었다. 송시열이 윤선거에게 소홀히 대한 것은 윤선거가 주자의 중용 주석과 기해예송 등을 둘러싼 논쟁으로 송시열과 갈라선 송시열의 정치적·사상적 적수인 윤휴와의 관계를 끊지 않은 것에도 원인이 있었다. 일찍이 효종 4년에 황산서원의 회합에서 송시열과 윤선거를 비롯하여 윤원거, 권성원 등 10여 명이 모여 밤늦도록 송시열과 윤선거가 윤휴의 사문난적 여부를 두고 논쟁을 벌이기도 하였다 이후 이 문제를 둘러싼 논쟁은 지속적으로 이루어졌고 결국 윤선거가 표면적으로 굴복하여 송시열에게 윤휴와 절교하겠다고 선언하였으나 이후로도 내심 송시열의 주장을 납득하지는 못했던 것이다 윤선거 본인은 당시 처와 중부가 죽는 상황에서도 자신이 목숨을 부지한 것은 오로지 아버지 윤황을 남한산성에 가서 뵙고 죽고자 한 것이었으나 결국 남한산성에 들어가지 못하고 결과적으로 이도저도 못하고 몸만 욕되게 된 것으로 경위를 설명하고 있다 이 때문에 윤선거는 지속적으로 천거를 받았음에도 불구하고 매번 사양하고 벼슬길에 나가지 않았으며 이는 그의 아들 윤증 또한 마찬가지였던 것이다 송시열 측도 사실상 동일한 내용으로 윤선거를 혹독하게 공격하였고 다만 윤선거가 적들 앞에서 무릎을 꿇고 항복하여 살아남았고 노비 으로 이름을 고쳐서 살아 돌아왔다고 비난하는 등 좀 더 살을 붙여 공격을 하였다. 어쨌든 윤선거의 강도에서의 수난과 탈출은 분명한 사실이었고 그 때문에 윤선거는 이후 재취하지도 않고 관직에도 나아가지 않았던 것이다. 윤선거가 명분상 처신에 약점이 있었던 것은 분명하나 이후 출사하지 않고 철저히 은거하여 세인의 존경을 받아왔고 송시열과 40여 년간 교분을 나누기도 한 사이였던 것이다. 그럼에도 윤선거의 묘지명을 후생인 박세채의 말을 빌려서 쓰고 본인은 단지 이를 따를 뿐이라고 한 것은 윤증의 눈에는 몹시 무성의한 것이었다. 이후 4, 5년을 두고 여러 차례 서신을 보내기도 하고 직접 방문하면서 간청하였으나 송시열은 몇 군데의 자구만 손질하는 것에 그쳤다. 결국 앞서 말한 대로 양자 사이의 감정적 골은 이 일을 계기로 깊게 파이게 되었다. 이후 윤증은 경신환국 이후 송시열에게 보내기 위한 「신유의서」라는 편지를 지어 송시열의 정치적 행보를 비판하고자 했으나 이 편지를 먼저 보인 박세채로부터 내용이 지나치게 공격적이라는 지적을 듣고 이를 보내지 않기로 하였다. 그러나 이 「신유의서」는 결국 박세채의 사위가 되는 송시열의 손자 송순석이 박세채 집에서 몰래 가져다가 송시열에게 주었고 이것이 양자가 결정적으로 의절하게 된 계기가 되었다."
인물,허목,,"허목의 정치적 행보는 순탄하지는 않았다. 1626년(인조 4) 32세의 나이에 동학재임으로 있을 때에, 서인 전 지평 박지계가 인조의 생모인 인헌왕후를 추숭하자는 제의를 하였다. 이에 대해 허목은 박지계의 행동은 임금에게 아첨을 하여 예를 어지럽히는 짓이라고 혹평하며 그를 처벌하여 유적에 기록하자 인조는 그에게 과거를 보지 못하도록 하였다. 이 일을 계기로 허목은 과거 정지령이 풀렸음에도 불구하고 과거에 응시하지 않고, 학문에만 전념하였다. 과거를 기피하던 허목은 1650년(효종 1) 56세에 단릉 참봉을 제수 받았지만 곧 사직하였고, 1657년(효종 8) 63세가 되어서야 사헌부 지평으로 본격적으로 벼슬길에 나서게 되었다. 1660년(현종 1) 효종의 사망 후 인조의 계비인 장렬왕후의 복상문제가 대두되었을 때에 윤휴, 윤선도와 함께 삼년상을 주장함으로써 송시열 등 서인의 기년설과 대립하였다. 이에 대해 서인은 ‘장자이든 차자이든 1년이다.’는 『경국대전』에 있는 규정을 내세워 기년 상을 주장하였다. 그러나 허목과 윤선도는 국왕이기 때문에 장자와 차자의 구분을 두지 않고 3년 상을 해야 한다는 것이었다. 남인은 서인의 이러한 주장이 종통은 효종에게 있지만 적통은 인조의 장자인 소현세자에게 있다는 것으로 오해할 소지가 있음을 기회로 기년 상을 주장하는 송시열을 공격하였으나 도리어 패배하게 되었다. 이로서 허목은 삼척부사로 좌천되었다. 1673년(현종 14) 인선왕후 가 죽자 자의대비가 며느리인 인선왕후를 위해 어떤 상복을 입을 것인가의 문제였다. 이것은 예송으로 드러났는데, 서인은 차자부의 예에 따라 9개월 상복을 남인은 장자부로 다루어 1년 복을 주장하였다. 이때는 현종이 남인의 손을 들게 됨으로써, 서인은 실각하고 남인이 집권하게 되었고, 허목은 대사헌에 임명되었다. 남인이 2차 예송에서 승리함으로써 반세기에 걸친 야당의 처지에서 집권당이 되었지만 정책과 선명성의 차이로 청남과 탁남으로 분당하였는데, 허목은 청남의 영수로서 기득권을 향유하면서 귀족화하는 탁남에 대한 비판을 늦추지 않고 이론적 철저성으로 남인 정권의 선명성을 제고하였다. 이익이 쓴 허목의 신도비명에 의하면 영의정인 허적이 나라를 독단하자 선생이 2-3인의 대부들과 더불어 사림의 영수가 되니, 세상에서 청론파니, 탁론파니 하는 지목이 있었다. 허적의 아들인 허견은 불법한 짓을 마구 행했으나 사람들이 말하지 못한 것을 보다 못한 선생은 “영의정 허적은 소임이 크고 책임이 중하여 권세와 지위가 융성한데, 척리들과 결탁하여 세력을 형성하고 내시와 인척들을 문객으로 삼아 임금의 동정을 엿보아 영합합니다. 그의 서자 허견은 무엄한 자인데, 함께 나랏일을 하니, 다스려지기는 어려운 일입니다.”라는 취지의 글을 왕에게 올리기도 하였다. 이처럼 허목은 국왕에게 직언을 아끼지 않았으며, 허목에 대한 숙종의 대우도 융숭하였다. 1675년(숙종 1) 허목에게 궤장을 하사하였으며, 1678년(숙종 4)에는 왕이 직접 명하여 허목이 은퇴 후 살 집을 지어 주기도 하였다. 허목은 그 집 이름을 ‘수고은거’라 하였으며 후대에는 ‘은거당’이라 불렀다. 1680년(숙종 6) 허적의 역모사건이 원인이 된 경신환국 이후 남인이 실각하고 서인이 집권함으로써 관작을 삭탈당하고 고향에서 저술과 후진양성에 전심하였다. 그 후로 2년 뒤엔 1682년(숙종 8)에 사망하였고, 후손들은 그를 연천 구동에 장사 지냈다."
인물,허준,,"1581년(선조 14) 한의학의 기초가 되는 맥경을 왕명에 의하여 직접 교장 출간함으로써 허준의 내의원 생활에 새로운 전기가 마련되었다. 이때 정리한 맥경은 의학을 하는 사람이라면 필수적으로 익혀야 하는 기본서인 《찬도방론맥결집성》으로, 이를 허준이 손수 정리하면서 허준의 내의원 내 위치는 점차 상승하였던 것이다. 허준은 대개의 입진에 참가하여 상을 받았으며, 1590년(선조 23) 12월 광해군을 구료한 공으로 당상관의 가자를 명받기에 이르렀다. 광해군이 두창에 걸려 고생하자, 다른 사람들이 고치지 못하는 것을 그가 고쳐냈던 것이다. 당시 허준은 의원정이라는 3품직에 근무하고는 있었으나 당하관직에 머물러 있었다. 서자로서 의관이라는 천직의 기술관인이 당상관의 품계를 받는 것은 많은 조관들에게 불편한 일이었다. 사간원에서 허준에게 부여된 품계를 환수하기를 집요하게 요구하였으나, 선조의 의지는 확고하였다. 이 일로 선조의 굳은 신임과 함께 광해군의 깊은 애정을 받을 수 있었으며, 1592년(선조 25) 임진왜란이 발발하였을 때에도 선조를 의주까지 호종하게 되었던 것이다. 임진왜란 때 양예수는 이미 나이가 많아 의주까지 호종하기 어려운 상황에서 허준은 실질적으로 내의원을 주도해나갈 수 있었다. 허준은 임진왜란이 끝나고 호성공신 3등에 책훈되었다. 이후 왕실의 모든 침구는 허준이 도맡아 입진했다. 1595년(선조 28) 4월 선조의 침구 시술도 허준이 수의로써 입시하였는데 한 달 여 동안 거의 이틀에 한 번 씩 선조를 만났으며 그때마다 선조에 대해 의료 충고를 아끼지 않았다. 1596년(선조 29) 3월 선조는 허준에게 동반직을 제수하였다. 내의원에 줄곧 봉직하던 허준은 드디어 내의원 수의라는 최고의 직책에 오르게 된 것이다. 《쇄미록》의 저자 오희문은 임진왜란이 끝날 무렵 지방을 떠돌다 약재를 사러 서울 내의원에 올라와 이때 들은 내의들의 이름을 듣고 기록해 두었는데 여기서도 허준이 제일 처음 거론되었다. 허준이 55세가 되었던 1600년(선조 33) 수의였던 양예수가 사망하면서 허준은 명실상부한 수의로 대접받게 되었다. 이후 계속되는 선조의 깊은 애정과 그의 높은 지위는 다른 신료들로 하여금 시기의 대상이 되어 탄핵을 당하기도 하였다. 거기에 1607년(선조 40) 건강이 급격히 악화된 선조가 10월 9일 의식을 잃고 쓰러지는 상황에 이르렀는데, 허준은 부적절한 약재를 사용했다는 혐의로 인해 사간원 사간 송석경에 의해 탄핵을 받았다. 결국 선조는 어의 허준에게 마지막 진찰을 받고 1608년(선조 41) 2월 1일 훙서하였다. 허준은 국왕 선조의 죽음을 막지 못한 죄로 삭직 당하고, 도성 밖으로 쫓겨나는 문외출송의 형벌을 받았다. 그러나 광해군은 허준에 대한 깊은 신뢰로 형벌 1년 만에 석방하고 내의원으로 다시 불러들였다."
인물,허준,,"허준은 그 사이에 《동의보감》을 비롯한 의서 편찬에 주력함으로써 조선 최고의 의사라는 명성에 부합하게 되었다. 동의보감은 원래 1596년(선조 29) 선조의 명으로 허준을 중심으로 하여 정작, 이명원, 양예수, 김응탁, 정예남 등과 함께 편찬하고자 하였으나, 정유재란이 일어나면서 중단되었고 1610년(광해 2)에 와서야 책을 완성할 수 있었다. 허준의 《동의보감》은 조선의 의학 수준과 의료 환경을 한 차원 높은 단계로 끌어올린 반면 후일 의학 발전을 저해하였던 아이러니컬한 위치에 놓여 있었다. 《동의보감》은 《향약집성방》과 같은 전통 의학의 토대 위에서 명나라의 새로운 의학을 도입함으로써 조선 의학의 자립과 발전을 가져온 반면 《동의보감》에 대한 의존과 비중이 점점 커지면서 다른 의학 이론과 의서 발달에 장애가 되었기 때문이다. 그러나 《동의보감》이 없었다면 이를 모태로 해서 조선 후기 다양하게 간행되었던 수많은 의서 역시 존재할 수 없었을 것이며, 이에 따른 의학의 발달과 의료 혜택의 확산 또한 기대하기 어려웠을 것이다. 허준은 《동의보감》 외에도 많은 의학서적들을 다시 보완하여 펴냈으며, 한편으로는 일반 백성들이 쉽게 의학 서적에 접근할 수 있도록 한문본 서적을 한글로 출판하기도 했다. 《창진집》을 《언해두창집요》로 그 이름을 바꾸어 언해, 간행하였다. 또한 1608년(선조 41)에는 세종대 의관 노중례가 편찬한 《태산요록》을 《언해태산집요》라는 이름으로 간행하였다. 그리고 1613년(광해 5)에는 당시 유행하던 전염병의 치료를 위하여 이미 전해오던 《간이벽온방》을 다시 알기 쉽게 개편한 《신찬벽온방》1권과 《벽역신방》 1권을 편집하여 간행하였다. 허준은 1615년(광해 7) 70세의 나이로 사망한 후 그간의 공로를 인정받아 정1품인 익사공신 보국숭록대부에 추증되었다. 이후 동의보감의 영향을 받은 많은 의서들이 간행되었다. 대표적으로 1724년에 주명신이 편찬한 《의문보감》, 1790년에 이경화가 편찬한 《광제비급》, 1799년에 편찬된 내의원 수의 강명길의 《제중신편》이 그것이다."
인물,신헌,"조선 후기의 무신·외교가. 정약용, 김정희 문하에서 수학하였다. 민보집설, 융서촬요 등의 병서를 저술하였다. 예서에 조예가 깊었고 금석원류휘집이라는 금석학 관계 저술을 남겼다. 김정호의 대동여지도 제작에 조력하였고 유산필기라는 역사지리서를 편찬하였다. 중요 무반직을 두루 역임하였다. 유장이라 불렸다.","1860년대에 접어들면 조선은 내우외환에 시달리기 시작하였다. 안으로는 1862년 임술민란이 일어나 나라가 온통 뒤집어졌으며 바깥으로는 영국과 프랑스 연합군에게 북경이 함락되었다는 소식이 들려왔다. 무관 신헌은 이러한 내우외환의 시대에 직면해야만 하였다. 신헌은 임술민란이 일어났을 때 삼도수군통제사로 있었다. 임술민란은 경상도 진주에서 불붙기 시작했는데, 진주는 삼도수군통제사의 사령부가 있었던 통영에서 멀지 않은 곳이었다. 당시 그는 임술민란의 원인 가운데 하나였던 군포를 양반과 상민 구분 없이 평등하게 징수할 것을 주장하였다. 삼도수군통제사 시절 강위가 그를 보좌하고 있었으니 이것은 강위의 아이디어일 가능성도 있다. 이 방안은 뒤에 흥선대원군에 의해 채택되었다. 신헌은 1863년 고종이 즉위한 후 흥선대원군의 신임을 얻어 더욱 중용되었다. 흥선대원군도 그와 마찬가지로 김정희의 문하에서 동문수학한 사이였다. 그에게 흥선대원군은 아홉 살 연하였다. 따라서 그는 흥선대원군 집권기 국방문제를 도맡다시피 하였다. 그는 1860년대에 접어들면서 국방문제에 대한 건의안들을 속속 제출하기 시작하였다. 당시에는 바다로 쳐들어오는 적들을 막아내는 것이 무엇보다 급했다. 신헌은 중국의 해방론자 위원이 지은 『해국도지』를 많이 참고하였다. 그는 조선의 군사제도가 이미 무너져 있는 현실에서 백성들로 하여금 해안 요충지에 성을 쌓고 스스로 지키도록 해야 한다고 주장하였다. 그는 이를 위해 정약용의 『민보의』를 참고하여 『민보집설』을 지었다. 신헌은 1866년에 일어난 병인양요 당시 총융사였다. 그는 군대를 이끌고 양화진 부근에 진을 치고 프랑스군의 서울 공격에 대비하였다. 그는 병인양요가 끝나고 난 뒤 좌참찬 겸 훈련대장에 임명되어 대책 마련에 나섰다. 당시 그는 군사 문제에 관한 여섯 가지 조목을 제시하였는데 이는 이후 대부분 채택되어 국방 정책의 기본 방향이 되었다. 그는 신무기 개발에도 나섰다. 그는 주로 『기기도설』을 바탕으로 신무기를 개발하였는데 가장 대표적인 것으로 수뢰포를 들 수 있다. 수뢰포는 수중에 설치하여 일정한 조건이 되면 폭발하는 것으로 일종의 기뢰였다. 신헌은 1873년 흥선대원군이 실각하고 고종 친정이 이루어졌음에도 불구하고 여전히 중용되었다. 그는 1874년 진무사 겸 강화유수로 임명되어 광성진·덕진진·초지진 세 곳에 포대를 설치하는 등 강화도 요새화 작업을 수행했다. 고종도 국방문제만은 그에게 의지하지 않을 수 없었던 것이다."
인물,김취려,고려후기의 문신으로 고종대 고려를 침입한 거란군을 물리치는 데에 공을 세웠다.,김취려는 12세기 말~13세기 초 고려의 무신집권기에 살았던 무신이다. 이 시기에 벌어졌던 거란의 침입을 격퇴하는 데에 큰 공을 세웠다.
인물,이회영,,"이회영은 명문가문 출신이지만 나라가 멸망하자 온 가족을 이끌고 해외로 망명하여 독립운동기지를 건설하였으며, 말년에는 아나키즘 운동에 가담한 독립운동가이다."
